File,Text,Initial Label,Turks Label
clip_971,"People complain about my background pick and all I feel is like, hey don't blame me Albert E. might have spoken those words.",2,0
clip_972,Produce mobile apps.  Not.,2,1
clip_973,"Try to export with a zero at the end, well that went okay.",2,1
clip_974,Left progressives; is that not a label?,2,0
clip_975,Skating in Reagents Park much? Not!,2,1
clip_976,"Geez, I wish the government paid for my food. Not.",2,1
clip_977,"Then later he snuggles up to the royals, with giddy glee.",2,0
clip_978,"Blue skys, warm air, and the royal accommodation. What more does one need, education? Not!",2,1
clip_979,It's International Human Rights Day.,2,2
clip_980,Skiing in regents park much? Not.,2,1
clip_981,That bump of the apron looked like it hurts. What's that padding you landed on?,2,1
clip_982,That's a twist. Algorithms to cause more congestion and increase pollution. Too bizarre to be true. Not!,2,1
clip_983,"That's a twist. Algorithms to cause more congestion, and increase population. Too bizarre to be true. Not!",2,1
clip_984,That bump off the apron looked like it hurt. Is that padding you landed on?,2,1
clip_985,oh the irony of playing the song on my way to work,2,1
clip_986,The irony of playing this song on my way to work.,2,0
clip_987,the irony of playing the song on my way to work,2,1
clip_988,Then later he snuggles up to the Royals with giddy glee.,2,0
clip_989,Trust me. It will be out of form Scandinavian reef again too. Champions league do love man city I see.,2,1
clip_990,Trust me. It will be out of form Scandinavian reef again too. Champions league do love man city I see.,2,2
clip_991,Want to see something Irish? All of the reasons to be closed..,2,0
clip_992,"Watching Alice and Jackson's portfolio of Work Euro Best 2014, seems she's cracked it.  Celebrity plus stunt equals viral.",2,1
clip_993,watching Alison Jackson's portfolio of work your best 2014 seems she's cracked it celebrity plus stunt equals viral,2,0
clip_994,"Well, now the first of the season has begun. Let's take a moment to reflect on how much more royalty's Slade and Wizard will get.",2,0
clip_995,Well now the festive season has begun let's take a moment to reflect on how much royalty sleigh ed wizard will get.,2,0
clip_996,"Well now, the festive season has begun. Let's take a moment to reflect on how much more royalties Slade and Wizard will get.",2,1
clip_997,What to do with that old motherboard laying around?,2,1
clip_998,What to do with that old motherboard you have laying around,2,2
clip_999,Who told the hipsters that irony was a thing of the Clinton years? Do they not sell history books in used bookstores in Brooklyn?,2,1
